경매개시일,법원명,경매사건번호,주소,대지권,전용,감정가,낙찰가,낙찰일,입찰인수,유찰수,매각가율,역과의거리,임차인대항력,,,,,,,,,
20190214,서울중앙,2019-1221, 관악구 신림동 412-194 제지하층 제비102호 ,4.6,10.4,7900 ,5699 ,2020-02-25,3 ,2 ,0.72 ,417 ,0 ,,,,,,,,,
20190214,서울북부,2019-100783, 강북구 수유동 51968 일우하이츠빌라 제3층   ,18.6,35.4,37500 ,27500 ,2021-03-08,7 ,2 ,0.73 ,563 ,0 ,,,,,,,,,
20190215,서울서부 ,2019-926, 서대문구 연희동 164 창조맨션 제3층 제302호  ,10.8,19.4,21700 ,19333 ,2020-06-02,2 ,1 ,0.89 ,844 ,0 ,,,,,,,,,
20190218,서울서부 ,2019-50716, 서대문구 북가좌동 74-210 로얄빌라 제지하층 제비02호   ,7.6,18.2,24300 ,11100 ,2020-01-21,2 ,4 ,0.41 ,676 ,1 ,,,,,,,,,
20190219,서울서부 ,2019-50730, 서대문구 연희동 170-148 골든트리빌주건축물제1동 제4층 제401호  ,5.6,9,21250 ,16250 ,2020-01-07,4 ,2 ,0.64 ,1509 ,0 ,,,,,,,,,
20190219,서울동부 ,2019-924, 광진구 구의동 793 제지하층 제비02호   ,9.3,19.3,17800 ,17001 ,2021-02-01,2 ,1 ,0.96 ,325 ,0 ,,,,,,,,,
20190220,서울남부,2019-101097, 양천구 신월동 95-13 진주맨션 제2층 제203호 ,14.9,22.9,20200 ,18333 ,2020-02-18,4 ,1 ,0.91 ,956 ,0 ,,,,,,,,,
20190220,서울서부 ,2019-1004, 은평구 녹번동 815 제5층 제502호 외1건   ,6.5,18.5,20800 ,19000 ,2021-02-09,2 ,2 ,0.91 ,212 ,1 ,,,,,,,,,
20190222,서울서부 ,2019-1066, 은평구 구산동 346-5외 1필지 파랑새빌 제4층 제402호   ,11.9,21.6,23900 ,20020 ,2020-01-21,1 ,1 ,0.80 ,880 ,0 ,,,,,,,,,
20190222,서울서부,2019-1080, 서대문구 북아현동 18913 한울아트빌 제가동 제5층 제502호   ,10.9,21.6,36000 ,37111 ,2021-04-27,1 ,0 ,1.03 ,969 ,0 ,,,,,,,,,
20190225,서울중앙,2019-101411, 동작구 상도동 210-83 해든하우스 제3층 제302호 ,8.2,14,23400 ,12000 ,2020-02-12,1 ,3 ,0.51 ,677 ,0 ,,,,,,,,,
20190226,서울남부,2019-101165, 강서구 화곡동 868-2 프라임빌 제1층 제101호   ,5.5,10.2,13000 ,9080 ,2020-04-08,1 ,2 ,0.70 ,775 ,0 ,,,,,,,,,
20190227,서울서부,2019-1165, 은평구 역촌동 83-50 금화빌라 제1층 제102호 ,6.4,13.5,21400 ,14111 ,2020-02-11,8 ,3 ,0.66 ,222 ,1 ,,,,,,,,,
20190227,서울동부 ,2019-50875, 송파구 오금동 1121 진양빌리지 제나동 제4층 제402호   ,12.4,21.2,32000 ,31079 ,2020-08-10,2 ,1 ,0.97 ,751 ,0 ,,,,,,,,,
20190304,서울서부,2019-50983, 은평구 녹번동 155-9 에덴하우스 제1층 제101호  ,3.9,7.2,13500 ,8889 ,2020-03-31,4 ,3 ,0.66 ,360 ,0 ,,,,,,,,,
20190304,서울서부 ,2019-50945, 은평구 신사동 200-117 스카이빌 제1층 제101호,8.7,15.8,17273 ,7389 ,2020-05-12,1 ,4 ,0.43 ,596 ,1 ,,,,,,,,,
20190306,서울남부,2019-1852, 양천구 신월동 447-11 제라동 제2층 제205호 외1건 ,20.1,18.9,27100 ,21695 ,2020-02-25,0 ,1 ,0.80 ,847 ,0 ,,,,,,,,,
20190308,서울남부,2019-2138, 양천구 신정동 90315외 2필지 예지2003타운 제7층 제701호   ,9.8,27.5,40118 ,47238 ,2021-02-24,1 ,0 ,1.18 ,203 ,0 ,,,,,,,,,
20190308,서울남부,2019-2138," 양천구 신정동 903-15외 2필지 예지2003타운 제8,9층 제801호 외1건 ",19.6,55,78882 ,53780 ,2021-11-24,0 ,3 ,0.68 ,201 ,0 ,,,,,,,,,
20190312,서울동부 ,2019-1330, 강동구 일동 312168 태양빌딩 제4층 제401호   ,7.5,15.2,33400 ,0 ,2020-06-01,0 ,1 ,0.00 ,235 ,1 ,,,,,,,,,
20190312,서울서부 ,2019-51238, 서대문구 남가좌동 34129 협성빌라 제2층 제202호   ,8.7,18,22400 ,20220 ,2020-07-21,4 ,1 ,0.90 ,1270 ,0 ,,,,,,,,,
20190312,서울동부 ,2019-1330, 강동구 일동 312168 태양빌딩 제3층 제302호   ,2.6,5.2,12300 ,7727 ,2020-11-09,2 ,3 ,0.63 ,237 ,1 ,,,,,,,,,
20190312,서울북부,2019-1985, 성북구 정릉동 815-13 제1층 제2호,0,18.6,11580 ,8565 ,2022-06-07,1 ,2 ,1.35 ,964 ,0 ,,,,,,,,,
20190312,서울북부,2019-1985, 성북구 정릉동 815-13 제지하층,0,13.5,6360 ,3465 ,2022-07-12,1 ,3 ,1.84 ,974 ,0 ,,,,,,,,,
20190313,서울남부,2019-101615, 구로구 온수동 158 스마트타운 제104동 제4층 제401호 ,10,16.1,30000 ,24255 ,2020-02-19,2 ,1 ,0.81 ,100 ,1 ,,,,,,,,,
20190314,서울서부 ,2019-51337, 은평구 역촌동 5231 제5층 제502호   ,5.3,8.8,13200 ,10824 ,2020-07-07,4 ,2 ,0.82 ,781 ,0 ,,,,,,,,,
20190318,서울동부,2019-1453, 광진구 구의동 23-9 구의동현대빌라트 제3층 제302호  ,12.5,22.4,28200 ,26500 ,2020-04-20,5 ,1 ,0.94 ,511 ,0 ,,,,,,,,,
20190319,서울남부 ,2019-2404, 강서구 화곡동 4267외 1필지 승석힐타운 제지층 제비02호   ,9.4,18.1,15200 ,8888 ,2020-07-14,3 ,3 ,0.58 ,1359 ,0 ,,,,,,,,,
20190321,서울동부 ,2019-1538, 강동구 고덕동 151 제1층 제201호   ,6.1,8.6,17100 ,20311 ,2020-02-10,6 ,0 ,1.00 ,579 ,0 ,,,,,,,,,
20190321,서울남부,2019-101851, 강서구 화곡동 818-16 초이스빌 제2층 제201호 ,6.2,11.2,15600 ,13336 ,2020-02-12,1 ,1 ,0.85 ,1094 ,0 ,,,,,,,,,
20190321,서울동부 ,2019-51342, 송파구 마천동 267외 1필지 브라운캐슬 제102동 제4층 제401호  ,6.7,11.1,20100 ,17178 ,2020-06-15,2 ,1 ,0.85 ,791 ,0 ,,,,,,,,,
20190322,서울남부,2019-2619, 강서구 화곡동 958-7 제2층 제201호 ,8.4,10.7,12000 ,9332 ,2020-02-12,5 ,2 ,0.78 ,1084 ,0 ,,,,,,,,,
20190322,서울중앙,2019-2248, 관악구 신림동 95-88 초원빌라 제1층 제101호 ,10.3,18.2,21800 ,22000 ,2020-03-24,0 ,0 ,1.01 ,478 ,1 ,,,,,,,,,
20190322,서울중앙 ,2019-102339, 동작구 상도동 210435 제지하층 제1호   ,4,10.3,8500 ,2800 ,2020-07-21,1 ,5 ,0.33 ,729 ,1 ,,,,,,,,,
20190325,서울서부,2019-1660, 은평구 응암동 731-38외 1필지 엘엔케이타운 제비동 제1층 제101호   ,8.4,9.6,16200 ,8303 ,2020-04-21,4 ,4 ,0.51 ,856 ,1 ,,,,,,,,,
20190325,서울중앙 ,2019-2019, 서초구 방배동 923-10외 1필지 제3층 제302호,0.8,1.4,4300 ,4300 ,2020-05-21,1 ,0 ,1.00 ,310 ,1 ,,,,,,,,,
20190325,서울중앙 ,2019-2019, 서초구 방배동 923-10외 1필지 제5층 제501호,0.9,1.5,4600 ,4600 ,2020-05-21,1 ,0 ,1.00 ,308 ,1 ,,,,,,,,,
20190327,서울중앙 ,2019-2415, 중구 신당동 346-453외 2필지 글로리안빌 제1층 제105호   ,4.1,6.1,12000 ,11260 ,2020-02-06,4 ,1 ,0.80 ,209 ,0 ,,,,,,,,,
20190327,서울중앙,2019-102476, 동작구 사당동 449-27 미래하이빌 제4층 제401호 ,11,19.4,43000 ,33570 ,2020-02-11,8 ,2 ,0.78 ,606 ,0 ,,,,,,,,,
20190329,서울남부 ,2019-102137, 금천구 시흥동 93364 다솔빌리지 제2층 제201호   ,7.6,15.4,16200 ,16800 ,2020-10-28,1 ,0 ,1.04 ,1445 ,0 ,,,,,,,,,
20190401,서울중앙,2019-102612, 종로구 평창동 562-67 제1층 제101호 ,180,55.6,81400 ,69150 ,2020-02-12,1 ,1 ,0.85 ,2640 ,1 ,,,,,,,,,
20190401,서울동부,2019-51427, 강동구 천호동 49-7 아성주택 제1동 제1층 제102호  ,11.4,13.1,19200 ,20110 ,2020-04-20,17 ,1 ,1.05 ,413 ,0 ,,,,,,,,,
20190401,서울서부 ,2019-51665, 은평구 응암동 67214 외3건   ,15.5,23.6,21600 ,17512 ,2020-06-16,9 ,2 ,0.81 ,863 ,0 ,,,,,,,,,
20190401,서울남부 ,2019-2886, 구로구 가리봉동 87156 스카이빌 제101동 제지1층 제비02호  ,7.5,15.9,14500 ,7425 ,2020-10-07,1 ,3 ,0.51 ,125 ,0 ,,,,,,,,,
20190402,서울서부 ,2019-1851, 은평구 갈현동 472-12 천지타운 제4층 제401호  ,11,21.9,30000 ,24310 ,2020-01-21,3 ,2 ,0.64 ,295 ,0 ,,,,,,,,,
20190402,서울남부 ,2019-3001, 구로구 개봉동 312-65 해마루빌A 제1층 제101호  ,8.3,16.7,18000 ,13120 ,2020-01-29,8 ,2 ,0.64 ,458 ,0 ,,,,,,,,,
20190402,서울남부,2019-102243, 양천구 신월동 500-22외 1필지 올림푸스 제1동 제지층 제비02호   ,5.9,10.1,11400 ,6989 ,2020-04-28,6 ,3 ,0.61 ,361 ,0 ,,,,,,,,,
20190403,서울서부 ,2019-1875, 은평구 응암동 731-38외 1필지 엘엔케이타운 제에이동 제3층 제302호  ,12,13.6,23100 ,152577000 ,2020-01-14,9 ,3 ,0.51 ,854 ,0 ,,,,,,,,,
20190403,서울중앙,2019-102148, 관악구 봉천동 635-443 거림빌라 제1층 제202비호 ,8,10,10900 ,8300 ,2020-03-24,8 ,2 ,0.76 ,756 ,0 ,,,,,,,,,
20190403,서울남부,2019-102274, 강서구 화곡동 409-60 인터시티빌라 제지층 제비02호  ,5.4,12.5,10000 ,7388 ,2020-04-14,3 ,2 ,0.74 ,597 ,0 ,,,,,,,,,
20190403,서울중앙 ,2019-2651, 서초구 양재동 15-14 제4층 제401호,10.2,20.5,45000 ,37323 ,2020-05-12,2 ,1 ,0.83 ,258 ,1 ,,,,,,,,,
20190403,서울중앙,2019-2354, 동작구 상도동 279402 라이프하우스 제5층 제502호   ,5.6,9.3,15410 ,11055 ,2021-04-06,6 ,3 ,0.72 ,911 ,0 ,,,,,,,,,
20190404,서울남부,2019-3063, 양천구 신월동 203-3 그린빌라 제2층 제201호 ,13.4,16.5,17100 ,17355 ,2020-02-19,1 ,0 ,1.01 ,1425 ,0 ,,,,,,,,,
20190408,서울동부 ,2019-50745, 광진구 중곡동 106-42 제1층 제1호   ,11.8,25.5,32000 ,28501 ,2020-01-13,3 ,1 ,0.80 ,485 ,0 ,,,,,,,,,
20190408,서울북부,2019-102413, 도봉구 방학동 612-17 상수빌라 제지하층 제2호  ,8.3,13.3,7200 ,4300 ,2020-04-27,2 ,3 ,0.60 ,1070 ,0 ,,,,,,,,,
20190408,서울북부 ,2019-102482, 성북구 정릉동 26647 유성주택 제2층 제203호  ,8.9,16.2,10100 ,9180 ,2020-06-29,7 ,1 ,0.91 ,345 ,0 ,,,,,,,,,
20190409,서울서부,2019-2007, 용산구 청파동1가 328 제지상2층 제203호  ,11,13.6,30800 ,37110 ,2021-04-27,3 ,0 ,1.20 ,529 ,0 ,,,,,,,,,
20190410,서울서부 ,2019-2038, 용산구 후암동 4821 제1층 제101호현황표기:201호)   ,7,12.3,31400 ,20011 ,2020-09-22,5 ,3 ,0.64 ,636 ,0 ,,,,,,,,,
20190415,서울북부,2019-3134, 노원구 중계동 107-7 청암아트빌 제5층 제501호 ,7.8,15.4,19100 ,15699 ,2020-02-17,1 ,1 ,0.82 ,1225 ,0 ,,,,,,,,,
20190416,서울동부,2019-1934, 송파구 거여동 5-3 명산주택 제3층 제303호   ,10.2,16.9,28200 ,27561 ,2020-04-13,7 ,2 ,0.98 ,624 ,0 ,,,,,,,,,
20190416,서울북부,2019-2988, 강북구 수유동 706-8 대원빌라트 제1층 제101호   ,6,12.5,12475 ,9011 ,2020-04-27,2 ,2 ,0.72 ,579 ,0 ,,,,,,,,,
20190416,서울중앙 ,2019-2873, 서초구 양재동 2192 풀하우스 제5층 제501호   ,8.3,14.3,43300 ,40500 ,2020-06-16,4 ,1 ,0.94 ,765 ,1 ,,,,,,,,,
20190417,서울서부 ,2019-2151, 은평구 역촌동 58-24외 1필지 현대하우징 제5층 제501호   ,5.3,9,16700 ,10700 ,2020-01-21,1 ,2 ,0.64 ,6667 ,1 ,,,,,,,,,
20190417,서울북부 ,2019-3356, 노원구 공릉동 587-9 제2층 제202호   ,8.1,12.9,18600 ,13206 ,2020-02-10,2 ,2 ,0.64 ,343 ,1 ,,,,,,,,,
20190417,서울중앙,2019-103028, 서초구 우면동 6-10 제2층 제202호 ,8.4,15.2,36900 ,29800 ,2020-02-20,1 ,1 ,0.81 ,1130 ,0 ,,,,,,,,,
20190417,서울동부 ,2019-1965, 강동구 암사동 49592외 2필지 신주리버빌 제1동 제3층 제302호   ,5.1,6.9,16300 ,14850 ,2020-06-15,4 ,1 ,0.91 ,302 ,1 ,,,,,,,,,
20190417,서울남부 ,2019-102649, 구로구 가리봉동 13472 제4층 제401호   ,4.6,11.9,13100 ,2365 ,2020-12-09,1 ,8 ,0.18 ,767 ,1 ,,,,,,,,,
20190418,서울서부 ,2019-1936, 은평구 갈현동 10-6 현대렉스빌 제2층 제202호   ,4.6,10.1,17400 ,18100 ,2020-01-07,1 ,0 ,1.00 ,937 ,1 ,,,,,,,,,
20190418,서울동부 ,2019-51632, 강동구 성내동 438-9 화영하우스 제나동 제2층 제201호   ,8.5,13.5,32500 ,28500 ,2020-01-13,4 ,1 ,0.80 ,341 ,1 ,,,,,,,,,
20190418,서울북부,2019-3295, 도봉구 방학동 694-4외 1필지 하나빌라 제2층 제201호   ,8,12.7,12000 ,10235 ,2020-04-27,2 ,1 ,0.85 ,764 ,0 ,,,,,,,,,
20190418,서울북부 ,2019-3295, 도봉구 방학동 61219 경신하이빌 제가동 제3층 제301호   ,12.1,20.6,21900 ,16380 ,2020-06-01,5 ,2 ,0.75 ,1089 ,0 ,,,,,,,,,
20190418,서울남부 ,2019-102700, 강서구 화곡동 102287 제2층 제202호   ,8,15.1,15500 ,10086 ,2020-07-08,15 ,3 ,0.65 ,603 ,0 ,,,,,,,,,
20190418,서울중앙 ,2019-103073, 관악구 신림동 9588 초원빌라 제지하층 제비02호  ,10.3,18.2,17500 ,11777 ,2020-07-22,1 ,2 ,0.67 ,487 ,0 ,,,,,,,,,
20190418,서울동부 ,2019-1972, 광진구 자양동 61411외 1필지 세림에버빌3차 제지층 제02호  ,5.6,23,30000 ,21436 ,2020-08-10,2 ,2 ,0.71 ,740 ,0 ,,,,,,,,,
20190419,서울서부 ,2019-51979, 마포구 상수동 35325외 1필지 그레이25 제4층 제402호   ,4.7,5.8,16800 ,11260 ,2020-06-16,1 ,4 ,0.67 ,241 ,1 ,,,,,,,,,
20190422,서울서부 ,2019-2175, 서대문구 연희동 70621 외4건   ,9.4,19.9,15000 ,8132 ,2020-10-06,2 ,3 ,0.54 ,1377 ,1 ,,,,,,,,,
20190422,서울동부,2019-50660, 강동구 성내동 42039 혜림주택 제2층 제202호  ,6.9,14.6,24400 ,25400 ,2021-05-31,1 ,0 ,1.04 ,497 ,0 ,,,,,,,,,
20190423,서울중앙,2019-103226, 관악구 봉천동 635-305 신안온누리 제2층 제202호  ,5.3,8.9,19000 ,15749 ,2020-04-01,12 ,2 ,0.83 ,626 ,0 ,,,,,,,,,
20190423,서울중앙 ,2019-2958, 관악구 봉천동 900-47외 1필지 성도빌라 제2층 제202호,9.8,21.2,34200 ,24131 ,2020-05-21,8 ,2 ,0.71 ,334 ,0 ,,,,,,,,,
20190424,서울중앙 ,2019-3159, 동작구 상도동 214-134 상아빌라 제지하층 제2호,6,12.1,11000 ,7822 ,2020-05-12,2 ,2 ,0.71 ,950 ,0 ,,,,,,,,,
20190424,서울북부,2019-102949, 노원구 공릉동 27057 CJ빌라 제3층 제302호   ,3.4,6.6,7300 ,2265 ,2021-04-19,2 ,7 ,0.31 ,216 ,1 ,,,,,,,,,
20190424,서울서부,2019-52118, 용산구 청파동1가 1-96 제지하층 제1호,10.1,16.7,25000 ,75865 ,2022-05-03,13 ,0 ,0.33 ,493 ,1 ,,,,,,,,,
20190425,서울서부,2019-2298, 은평구 불광동 105-12 명가홈 제5층 제501호 ,5.8,9.7,17696 ,9070 ,2020-03-17,1 ,3 ,0.51 ,656 ,0 ,,,,,,,,,
20190425,서울북부,2019-102925, 도봉구 쌍문동 478-14 정우빌라 제1층 제2호(문패상:102호)  ,6.5,10.2,9000 ,8000 ,2020-04-27,1 ,1 ,0.89 ,459 ,0 ,,,,,,,,,
20190425,서울동부 ,2019-2104, 송파구 잠실동 231 제6층 제604호   ,7.4,20.5,42000 ,37100 ,2020-06-01,6 ,1 ,0.88 ,462 ,0 ,,,,,,,,,
20190425,서울서부 ,2019-2328, 서대문구 홍제동 10546 무악빌라 제3층 제301호   ,7,15.5,27300 ,39111 ,2020-10-27,3 ,0 ,1.43 ,232 ,0 ,,,,,,,,,
20190426,서울서부,2019-52163, 은평구 대조동 209-9외 2필지 제이에스빌 제4층 제401호,7.3,12.6,26600 ,21515 ,2020-05-12,1 ,1 ,0.81 ,402 ,0 ,,,,,,,,,
20190426,서울중앙 ,2019-103370, 서초구 방배동 102122 방배아트빌 제4층 제401호   ,4.8,6.6,25400 ,10403 ,2020-11-03,1 ,4 ,0.41 ,246 ,1 ,,,,,,,,,
20190429,서울남부 ,2019-102762, 강서구 화곡동 795-17 하은빌리지 제3층 제302호,6.2,10.5,23600 ,9700 ,2020-05-13,1 ,4 ,0.41 ,616 ,1 ,,,,,,,,,
20190429,서울남부 ,2019-102908, 강서구 화곡동 5696 영산빌라 제3층 제301호   ,8.1,13,19500 ,12599 ,2020-08-18,1 ,2 ,0.65 ,967 ,0 ,,,,,,,,,
20190430,서울남부,2019-102960, 강서구 화곡동 29-14외 1필지 삼미주택 제4층 제401호 ,8.8,18.1,20900 ,16729 ,2020-02-12,1 ,1 ,0.80 ,876 ,1 ,,,,,,,,,
20190430,서울중앙 ,2019-3265, 관악구 봉천동 900-55외 1필지 하나빌라 제지층 제비01호,4.5,12,12300 ,9578 ,2020-05-12,5 ,2 ,0.78 ,355 ,0 ,,,,,,,,,
20190430,서울남부 ,2019-3810, 금천구 독산동 881-21외 1필지 트라움팰리스 제3층 제301호,5.3,9.1,20300 ,16533 ,2020-05-20,1 ,1 ,0.81 ,760 ,1 ,,,,,,,,,
20190430,서울북부 ,2019-102864, 중랑구 상봉동 12525 미하우스 제2층 제202호   ,7.6,13.1,20000 ,20000 ,2020-07-13,4 ,1 ,1.00 ,503 ,0 ,,,,,,,,,
20190430,서울동부 ,2019-2166, 광진구 중곡동 15025 작바움 제에이동 제4층 제402호   ,10.1,7.4,29500 ,23600 ,2020-08-10,1 ,1 ,0.80 ,451 ,1 ,,,,,,,,,
20190501,서울동부,2019-2203, 강동구 성내동 5451외 3필지 드림하이츠 제107동 제4층 제401호  ,8.9,16.8,36200 ,38500 ,2021-08-23,2 ,0 ,1.06 ,628 ,0 ,,,,,,,,,
20190501,서울중앙,2019-3272, 관악구 신림동 10-357 제3층 제302호 ,9.5,14.9,22900 ,23368 ,2021-11-25,10 ,1 ,1.02 ,156 ,0 ,,,,,,,,,
20190503,서울동부 ,2019-52154, 성동구 성수동2가 269107 On Campus 제4층 제401호  ,11.5,27.9,49000 ,47247 ,2021-02-01,16 ,1 ,0.96 ,498 ,0 ,,,,,,,,,
20190507,서울중앙 ,2019-103578, 종로구 평창동 162-3 삼보힐스 제3층 제302호,53.5,45.1,87000 ,80179 ,2020-05-21,3 ,1 ,0.92 ,2975 ,0 ,,,,,,,,,
20190509,서울북부 ,2019-103379, 도봉구 쌍문동 23-12 동욱빌라 제지하층 제비02호  ,7,9.8,9000 ,6000 ,2020-02-10,1 ,2 ,0.64 ,1034 ,0 ,,,,,,,,,
20190509,서울서부,2019-52309, 은평구 응암동 699-37 제지하층 제가호   ,7.2,10.2,10425 ,6710 ,2020-03-31,1 ,2 ,0.64 ,664 ,1 ,,,,,,,,,
20190509,서울동부 ,2019-2265, 광진구 중곡동 29312 선영아트빌 제4층 제402호   ,6.9,14.3,17700 ,14484 ,2020-06-29,1 ,1 ,0.82 ,382 ,1 ,,,,,,,,,
20190509,서울중앙 ,2019-103547, 중구 신당동 620 로얄하이츠빌라 제1층 제103호  ,8.4,21.5,37000 ,27300 ,2020-07-14,1 ,2 ,0.74 ,300 ,0 ,,,,,,,,,
20190509,서울서부 ,2019-52224, 은평구 불광동 18943 대영아트빌 제4층 제402호   ,6,8.7,15900 ,16000 ,2020-12-01,1 ,6 ,1.01 ,367 ,0 ,,,,,,,,,
20190510,서울남부 ,2019-4158, 구로구 오류동 6-295 우영파크 제4층 제402호  ,8.5,16.2,18900 ,15550 ,2020-01-29,4 ,1 ,0.80 ,355 ,0 ,,,,,,,,,
20190510,서울동부 ,2019-2241, 광진구 중곡동 7344외 1필지 이화아트빌 제5층 제501호   ,10.4,19.1,25400 ,20530 ,2020-09-21,1 ,1 ,0.81 ,923 ,0 ,,,,,,,,,
20190510,서울동부 ,2019-51830, 광진구 군자동 1572외 1필지 메이저빌 제2층 제201호   ,7.6,12.5,31600 ,16179 ,2020-10-12,1 ,3 ,0.51 ,502 ,1 ,,,,,,,,,
20190513,서울북부 ,2019-3981, 중랑구 중화동 324-102 제3층 제301호  ,6.4,14.4,26700 ,16851 ,2020-02-10,9 ,3 ,0.51 ,345 ,0 ,,,,,,,,,
20190513,서울서부,2019-2465, 은평구 녹번동 31-38 대연빌라 제2층 제202호 ,3.9,5.8,6170 ,4654 ,2020-02-11,9 ,2 ,0.75 ,417 ,0 ,,,,,,,,,
20190514,서울서부 ,2019-52248, 은평구 녹번동 29-17 녹번빌라(통칭:초원빌라트) 제5층 제501호   ,3.5,5.6,9577 ,8151 ,2020-01-07,2 ,1 ,0.80 ,449 ,0 ,,,,,,,,,
20190514,서울남부 ,2019-4271, 금천구 시흥동 946-19외 1필지 현대하우징 제에이동 제2층 제203호  ,7.7,13.9,18500 ,15382 ,2020-01-14,1 ,1 ,0.80 ,1903 ,0 ,,,,,,,,,
20190514,서울중앙,2019-3630, 종로구 내수동 110-18 경희궁빌 제3층 제303호 ,18.4,27.4,59700 ,61400 ,2020-02-11,3 ,0 ,1.03 ,340 ,1 ,,,,,,,,,
20190514,서울중앙,2019-3685, 관악구 봉천동 635-218외 2필지 벨유어블 제1층 제101호  ,8.9,11.4,21305 ,18701 ,2020-04-08,2 ,1 ,0.88 ,1123 ,0 ,,,,,,,,,
20190515,서울서부 ,2019-52392, 마포구 성산동 245-39 유성빌라 제지하층 제101호   ,2.1,2.4,2500 ,2251 ,2020-01-07,2 ,1 ,0.80 ,365 ,1 ,,,,,,,,,
20190515,서울중앙,2019-3753, 동작구 노량진동 221-23 산호빌라 제3층 제302호 ,7.8,13.9,18000 ,22123 ,2020-02-25,10 ,0 ,1.23 ,487 ,0 ,,,,,,,,,
20190515,서울서부 ,2019-2625, 은평구 구산동 17745 제1층 제102호  ,6.2,12.7,12400 ,8928 ,2020-07-07,4 ,3 ,0.72 ,1009 ,0 ,,,,,,,,,
20190515,서울동부 ,2019-2449, 광진구 능동 382 대피렌체 제2층 제202호  ,11.3,15.7,34100 ,34077 ,2020-08-10,5 ,1 ,1.00 ,420 ,0 ,,,,,,,,,
20190515,서울중앙 ,2019-3715, 관악구 봉천동 4159외 1필지 아이리스 제102동 제지층 제비101호   ,6,11,12400 ,5079 ,2020-11-25,1 ,4 ,0.41 ,661 ,1 ,,,,,,,,,
20190516,서울북부 ,2019-102826, 노원구 상계동 111234외 2필지 가토빌라 제1층 제103호   ,7.1,18.9,28600 ,45236 ,2021-02-08,14 ,0 ,1.58 ,137 ,0 ,,,,,,,,,
20190517,서울남부,2019-3711, 구로구 개봉동 320-25 미래빌리지1 제2층 제202호 ,6.4,13.4,15800 ,15118 ,2020-02-12,5 ,1 ,0.96 ,589 ,1 ,,,,,,,,,
20190517,서울북부,2019-103669, 도봉구 방학동 664-1 송학에버빌 제4층 제401호   ,6.7,11.3,17000 ,11000 ,2020-04-27,1 ,2 ,0.65 ,902 ,0 ,,,,,,,,,
20190517,서울북부,2019-4168, 강북구 수유동 39729 10차 중앙아트빌라 제지하층 제비01호   ,6.3,12.8,7600 ,6716 ,2021-02-15,6 ,2 ,0.88 ,398 ,0 ,,,,,,,,,
20190517,서울남부,2019-4394, 구로구 개봉동 153-66외 3필지 상떼그린빌 제3층 제301호 ,5.5,9.1,20500 ,7770 ,2021-11-24,1 ,6 ,0.38 ,594 ,1 ,,,,,,,,,
20190520,서울남부 ,2019-4462, 양천구 신월동 477-12 영곡연립 제나동 제3층 제301호 외2건  ,11.9,17.7,16500 ,13855 ,2020-01-07,9 ,2 ,0.64 ,610 ,0 ,,,,,,,,,
20190520,서울북부 ,2019-4359, 강북구 번동 148-174 우영주택A 제지하층 제1호   ,11.2,15.2,11100 ,7123 ,2020-01-20,5 ,2 ,0.51 ,806 ,1 ,,,,,,,,,
20190520,서울북부,2019-103690, 도봉구 쌍문동 460-41 행운아트빌리지 제1층 제101호 ,11.7,21.9,20200 ,14342 ,2020-02-10,1 ,2 ,0.71 ,909 ,1 ,,,,,,,,,
20190520,서울남부,2019-4479, 양천구 신월동 148-20 보성팰리스 제6층 제601호 ,4.2,9,14000 ,10550 ,2020-02-25,2 ,2 ,0.75 ,1357 ,0 ,,,,,,,,,
20190520,서울북부,2019-103706, 강북구 우이동 21-36 제2층   ,7.7,10.4,9900 ,8230 ,2020-04-20,1 ,1 ,0.83 ,166 ,0 ,,,,,,,,,
20190520,서울남부,2019-4455, 양천구 신월동 447-11 제라동 제1층 제107호 외1건  ,20.1,18.9,26800 ,22300 ,2020-04-22,5 ,2 ,0.83 ,845 ,0 ,,,,,,,,,
20190520,서울중앙 ,2019-3876, 관악구 신림동 512-4외 1필지 클라우드5차 제101동 제5층 제503호,12.1,12.1,31250 ,25040 ,2020-05-12,1 ,1 ,0.80 ,379 ,0 ,,,,,,,,,
20190520,서울북부 ,2019-4304, 강북구 미아동 307-37 청운빌라 제4층 제401호,9.6,24.3,23000 ,0 ,2020-05-25,0 ,0 ,0.00 ,313 ,1 ,,,,,,,,,
20190520,서울동부 ,2019-52376, 성동구 송정동 6651외 1필지 라피네 제4층 제402호   ,10,17.3,41500 ,28000 ,2020-06-22,1 ,3 ,0.67 ,755 ,1 ,,,,,,,,,
20190520,서울중앙 ,2019-3937, 강남구 역삼동 77722 리치빌 제지1층 제비01호   ,5.4,10.1,19000 ,16608 ,2020-08-11,1 ,1 ,0.87 ,741 ,1 ,,,,,,,,,
20190520,서울북부 ,2019-4304, 중랑구 면목동 6674 외 1필지 도원하늘채 제3층 제301호   ,9.5,15.7,27800 ,17800 ,2020-08-18,1 ,2 ,0.64 ,542 ,1 ,,,,,,,,,
20190521,서울서부 ,2019-2809, 은평구 응암동 195-52외 3필지 인산엘르빌2차 제비동 제2층 제202호  ,7.5,13.3,19800 ,14058 ,2020-01-07,3 ,2 ,0.64 ,758 ,0 ,,,,,,,,,
